Provisioning : Storage Systems : V400_A92 : Virtual Volumes - Virtual Volumes

Name,State,Virtual Size (GiB),Reserved User Size (GiB),Exported To,RC Group
ESX_072_PP_MIX,Normal,2 000 000 GiB,874 000 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,ESX_072_PP
ESX_125E_P_BULLION_repli,Normal,2 000 000 GiB,724 125 GiB,--,ESX_125E_P.r39318
ESX_126_P_repli,Normal,2 100 000 GiB,998 375 GiB,--,ESX_LUN2_P.r39318
ESX_129_P_ASS_repli,Normal,1 500 000 GiB,788 250 GiB,--,ESX_LUN4_P_ASS.r39318
ESX_129E_P_MIX_repli,Normal,3 100 000 GiB,2 565 375 GiB,--,ESX_129E_P_MIX.r39318
ESX_143A_P_MIX,Normal,1 600 000 GiB,810 000 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,ESX_143A_P_MIX
ESX_149B_ROOT_BULLION,Normal,10 000 GiB,2 000 GiB,ESX_201_P_BULLION,--
ESX_207C_P_MIX,Normal,2 000 000 GiB,657 000 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,ESX_207C_P
ESX_280_P,Normal,1 500 000 GiB,927 000 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,ESX_LUN10_P
ESX_281_P,Normal,2 100 000 GiB,1 259 625 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,ESX_LUN11_P
ESX_300_P_MIX_repli,Normal,2 000 000 GiB,1 254 375 GiB,--,ESX_LUN55_P_MIX.r39318
ESX_301_P_MIX_repli,Normal,3 050 000 GiB,2 672 750 GiB,--,ESX_LUN64_P_MIX.r39318
ESX_302_P_MIX_repli,Normal,1 500 000 GiB,465 000 GiB,--,ESX_LUN65_P_MIX.r39318
ESX_303_P_MIX_repli,Normal,2 150 000 GiB,833 375 GiB,--,ESX_LUN66_P_MIX.r39318
ESX_318A_P_MIX,Normal,3 000 000 GiB,2 283 625 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,ESX_318A_P_MIX
ESX_327A_P_MIX_repli,Normal,2 000 000 GiB,1 056 625 GiB,--,ESX_327A_P_MIX.r39318
ESX_327B_P_MIX_repli,Normal,2 000 000 GiB,321 000 GiB,--,ESX_327B_P_MIX.r39318
ESX_327C_P_VRA_repli,Normal,2 000 000 GiB,285 000 GiB,--,ESX_327C_P_VRA.r39318
ESX_327D_P_VRA_repli,Normal,2 000 000 GiB,163 625 GiB,--,ESX_327D_P_VRA.r39318
ESX_343_P_ADMINVC,Normal,1 500 000 GiB,1 318 000 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,--
ESX_356E_P_MIX,Normal,2 000 000 GiB,49 000 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,ESX_356E_P_MIX
ESX_501_P_MIX,Normal,2 000 000 GiB,1 454 625 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,ESX_LUN71_P_MIX
ESX_503_P_MIX,Normal,2 050 000 GiB,1 241 375 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,ESX_LUN72_P_MIX
ESX_679_P_MIX,Normal,2 050 000 GiB,1 066 000 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,ESX_LUN89_P_MIX
ESX_861_P_MIX,Normal,2 000 000 GiB,1 574 000 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,ESX_LUN101_P_MIX
ESX_878_PP_MIX_repli,Normal,3 724 000 GiB,2 948 875 GiB,--,ESX_878_PP_MIX.r39318
ESX_1020_P_MIX_repli,Normal,2 000 000 GiB,1 701 500 GiB,--,ESX_102_P_MIX.r39318
ESX_1021_P_MIX_repli,Normal,2 050 000 GiB,1 341 125 GiB,--,ESX_1021_P_MIX.r39318
ESX_1066_P_XENAPP,Normal,2 000 000 GiB,314 875 GiB,ESX_59_P_XENAPP  ESX_74_P_XENAPP  ESX_106_P_XENAPP  ESX_72_P_XENAPP  ESX_96_P_XENAPP  ESX_98_P_XENAPP  ESX_70_P_XENAPP  ESX_94_P_XENAPP  ESX_58_P_XENAPP  <html><i>set:</i>ESX_P_XENAPP_A92</html>,--
ESX_1116_P_PCI-U_repli,Normal,1 500 000 GiB,1 036 875 GiB,--,SRM_ESX_1116_P_PCI-U.r39318
ESX_1223_P_repli,Normal,2 100 000 GiB,1 344 250 GiB,--,ESX_1223_P.r39318
ESX_1300_P_MIX_repli,Normal,2 100 000 GiB,806 500 GiB,--,ESX_1300_P_MIX.r39318
ESX_1329_P_MIX_repli,Normal,1 024 000 GiB,502 500 GiB,--,ESX_1329_P_MIX.r39318
ESX_1346_PP_MIX_repli,Normal,2 250 000 GiB,1 154 000 GiB,--,ESX_1346_PP_MIX.r39318
ESX_1378_P_MIX,Normal,2 700 000 GiB,1 784 000 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,ESX_1378_P_MIX
ESX_1401_P_MIX,Normal,1 024 000 GiB,454 000 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,ESX_1401_P_MIX
ESX_1429_RESTO_VEEAM,Normal,500 000 GiB,500 000 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,--
ESX_3037_P_OFFICE_365,Normal,3 700 000 GiB,1 025 000 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,--
ESX_3038_P_OFFICE_365,Normal,3 700 000 GiB,1 009 000 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,--
ESX_3056_P_MIX,Normal,4 250 000 GiB,4 241 000 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,ESX_3056_P_MIX
ESX_3231_DMZ_P_OFFICE_365_rep,Normal,2 000 000 GiB,113 000 GiB,--,ESX_3231_DMZ_P_OFFICE.r39318
ESX_3279_P_MIX_repli,Normal,2 000 000 GiB,367 000 GiB,--,ESX_3279_P_MIX.r39318
ESX_3400_P_MIX,Normal,2 000 000 GiB,526 625 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,ESX_3400_P_MIX
ESX_3401_P_MIX,Normal,2 000 000 GiB,1 041 000 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,ESX_3401_P_MIX
ESX_3402_P_MIX,Normal,2 000 000 GiB,654 875 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,ESX_3402_P_MIX
ESX_3403_P_VRA,Normal,2 000 000 GiB,208 750 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,ESX_3403_P_VRA
ESX_3404_P_VRA,Normal,2 000 000 GiB,401 000 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,ESX_3404_P_VRA
ESX_3464_TEST_RDM_V6,Normal,150 000 GiB,81 000 GiB,ESX_25_T,--
ESX_3596_P_BULLION,Normal,2 000 000 GiB,48 125 GiB,ESX_201_P_BULLION,ESX_3596_P_BULLION
ESX_3598_PP_BULLION,Normal,2 000 000 GiB,48 375 GiB,ESX_201_P_BULLION,ESX_3598_PP_BULLION
ESX_B32_P_MIX,Normal,2 100 000 GiB,977 000 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,ESX_B32_P_MIX
ESX_BCF_P_MIX_repli,Normal,2 100 000 GiB,1 244 625 GiB,--,ESX_BCF_P_MIX.r39318
ESX_C9A_P_repli,Normal,2 700 000 GiB,1 603 000 GiB,--,ESX_C9A_P.r39318
ESX_C54_PP,Normal,2 150 000 GiB,447 000 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,ESX_C54_PP
ESX_CB7_PP_MIX,Normal,1 500 000 GiB,1 118 000 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,ESX_CB7_PP_MIX
ESX_D4E_PP_repli,Normal,2 050 000 GiB,1 315 750 GiB,--,ESX_D4E_PP.r39318
ESX_D6C_P,Normal,1 500 000 GiB,1 173 750 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,ESX_D6C_P
ESX_E5F_P_repli,Normal,1 650 000 GiB,703 000 GiB,--,ESX_E5F_P.r39318
ESX_E24_P,Normal,2 000 000 GiB,798 000 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,ESX_E24_P
ESX_EA8_PP,Normal,1 500 000 GiB,554 000 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,ESX_EA8_PP
ESX_EB4_P,Normal,2 000 000 GiB,1 910 000 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,ESX_EB4_P
ESX_EF4_P_repli,Normal,1 500 000 GiB,934 000 GiB,--,ESX_EF4_P.r39318
ESX_F20_P,Normal,2 050 000 GiB,1 393 875 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,ESX_F20_P
ESX_FAA_P_XENAPP,Normal,2 100 000 GiB,523 875 GiB,ESX_59_P_XENAPP  ESX_74_P_XENAPP  ESX_106_P_XENAPP  ESX_72_P_XENAPP  ESX_96_P_XENAPP  ESX_98_P_XENAPP  ESX_70_P_XENAPP  ESX_94_P_XENAPP  ESX_58_P_XENAPP  <html><i>set:</i>ESX_P_XENAPP_A92</html>,--
ESX_FB0_P_repli,Normal,1 500 000 GiB,697 750 GiB,--,ESX_FB0.r39318
ESX_RDM_5AF_VWIGENESYSDB01_D,Normal,60 000 GiB,61 000 GiB,ESX_76_P_LIC  ESX_84_P_LIC  ESX_128_P  ESX_126_P  ESX_146_P  ESX_100_P  ESX_124_P  ESX_144_P  ESX_102_P  ESX_122_P  ESX_142_P  ESX_120_P  ESX_61_P  ESX_82_P  ESX_140_P  ESX_88_P_LIC  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_78_P  ESX_55_P  ESX_132_P  ESX_112_P  ESX_56_P  ESX_130_P  <html><i>set:</i>ESX_P_LIC_A92</html>  <html><i>set:</i>ESX_P_A92</html>,VWIGENESYSDB001
ESX_RDM_5BD_VWI0FIC003_D,Normal,2 047 000 GiB,1 248 000 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,ESX_VWI0FIC003
ESX_RDM_5BE_VWI0FIC003_E,Normal,2 047 000 GiB,2 048 000 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,ESX_VWI0FIC003
ESX_RDM_31A7_VWC0APP016,Normal,3 000 000 GiB,2 049 000 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,ESX_31A7_VWC0APP016
ESX_RDM_31A8_VWC0BDD006,Normal,3 000 000 GiB,960 000 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,ESX_31A8_VWC0BDD006
ESX_RDM_33DA_VWI0BDD040_1_reply,Normal,2 000 000 GiB,16 375 GiB,--,VWI0BDD040.r39318
ESX_RDM_33DB_VWI0BDD040_2_reply,Normal,2 000 000 GiB,16 375 GiB,--,VWI0BDD040.r39318
ESX_RDM_33DC_VWI0BDD040_3_reply,Normal,1 600 000 GiB,16 375 GiB,--,VWI0BDD040.r39318
ESX_RDM_35A1_VWI1BDD018_1,Normal,2 000 000 GiB,16 375 GiB,ESX_201_P_BULLION,VWI1BDD018
ESX_RDM_35A2_VWI1BDD018_2,Normal,2 000 000 GiB,16 125 GiB,ESX_201_P_BULLION,VWI1BDD018
ESX_RDM_35A3_VWI1BDD018_3,Normal,1 600 000 GiB,16 375 GiB,ESX_201_P_BULLION,VWI1BDD018
ESX_RDM_359A_VWC0APP019,Normal,3 000 000 GiB,80 375 GiB,ESX_128_P  ESX_126_P  ESX_100_P  ESX_146_P  ESX_124_P  ESX_102_P  ESX_144_P  ESX_122_P  ESX_142_P  ESX_61_P  ESX_82_P  ESX_120_P  ESX_140_P  ESX_118_P  ESX_80_P  ESX_138_P  ESX_114_P  ESX_136_P  ESX_134_P  ESX_54_P  ESX_55_P  ESX_132_P  ESX_78_P  ESX_56_P  ESX_112_P  ESX_130_P  <html><i>set:</i>ESX_P_A92</html>,ESX_359A_VWC0APP019
LIN0BDD006_LIN0BDD007_CLU_A,Normal,900 000 GiB,758 000 GiB,LIN0BDD007  LIN0BDD006  <html><i>set:</i>CLU_SEPA_P</html>,--
LIN0BDD006_LIN0BDD007_CLU_A_2,Normal,500 000 GiB,408 750 GiB,LIN0BDD007  LIN0BDD006  <html><i>set:</i>CLU_SEPA_P</html>,--
LIN0BDD006_LIN0BDD007_CLU_A_3,Normal,150 000 GiB,49 000 GiB,LIN0BDD007  LIN0BDD006  <html><i>set:</i>CLU_SEPA_P</html>,--
LIN0BDD006_LIN0BDD007_CLU_A_4,Normal,500 000 GiB,481 000 GiB,LIN0BDD007  LIN0BDD006  <html><i>set:</i>CLU_SEPA_P</html>,--
LIN0BDD006_LIN0BDD007_CLU_A_5,Normal,100 000 GiB,1 000 GiB,LIN0BDD007  LIN0BDD006  <html><i>set:</i>CLU_SEPA_P</html>,--
LIN0BDD008_backup_2_CLU,Normal,100 000 GiB,48 125 GiB,LIN0BDD009_CLU_B  LIN0BDD008_CLU_A  <html><i>set:</i>CLU_GEP_P</html>,--
LIN0BDD008_backup_CLU,Normal,50 000 GiB,51 000 GiB,LIN0BDD009_CLU_B  LIN0BDD008_CLU_A  <html><i>set:</i>CLU_GEP_P</html>,--
LIN0BDD008_data_2_CLU,Normal,400 000 GiB,16 125 GiB,LIN0BDD009_CLU_B  LIN0BDD008_CLU_A  <html><i>set:</i>CLU_GEP_P</html>,--
LIN0BDD008_data_CLU,Normal,250 000 GiB,208 375 GiB,LIN0BDD009_CLU_B  LIN0BDD008_CLU_A  <html><i>set:</i>CLU_GEP_P</html>,--
LIN0BDD008_log_CLU,Normal,30 000 GiB,10 000 GiB,LIN0BDD009_CLU_B  LIN0BDD008_CLU_A  <html><i>set:</i>CLU_GEP_P</html>,--
